contact,job,month,day_of_week,education,marital,grupo_edad,yes
telephone,blue-collar,jun,thu,basic.4y,married,entre 30 y 39 años,yes
telephone,blue-collar,jun,thu,high.school,married,entre 40 y 49 años,yes
telephone,blue-collar,jun,thu,basic.9y,single,entre 30 y 39 años,yes
telephone,retired,jun,thu,high.school,married,entre 50 y 59 años,yes
telephone,services,jun,fri,high.school,single,entre 30 y 39 años,yes
telephone,blue-collar,jun,fri,high.school,single,entre 30 y 39 años,yes
telephone,self-employed,jun,fri,university.degree,single,Menor de 30 años ,yes
telephone,technician,jun,mon,basic.9y,married,entre 50 y 59 años,yes
telephone,services,jul,tue,high.school,married,Menor de 30 años ,yes
telephone,blue-collar,jul,tue,basic.9y,married,entre 40 y 49 años,yes
telephone,management,jul,tue,university.degree,married,entre 40 y 49 años,yes
telephone,admin.,jul,thu,university.degree,divorced,entre 30 y 39 años,yes
telephone,services,jul,fri,high.school,married,Menor de 30 años ,yes
cellular,management,jul,mon,professional.course,married,entre 50 y 59 años,yes
cellular,retired,jul,mon,professional.course,married,entre 50 y 59 años,yes
cellular,admin.,jul,mon,high.school,married,entre 40 y 49 años,yes
cellular,entrepreneur,jul,mon,basic.6y,married,entre 30 y 39 años,yes
cellular,management,jul,mon,high.school,married,entre 30 y 39 años,yes
cellular,services,jul,mon,high.school,single,entre 30 y 39 años,yes
cellular,retired,jul,mon,basic.4y,married,entre 50 y 59 años,yes
cellular,blue-collar,jul,mon,high.school,divorced,entre 50 y 59 años,yes
cellular,technician,jul,mon,university.degree,married,entre 30 y 39 años,yes
telephone,blue-collar,jul,mon,basic.9y,married,entre 30 y 39 años,yes
cellular,blue-collar,jul,mon,high.school,married,entre 30 y 39 años,yes
cellular,services,jul,mon,high.school,married,Menor de 30 años ,yes
cellular,admin.,jul,mon,high.school,divorced,entre 40 y 49 años,yes
cellular,management,jul,mon,high.school,married,entre 30 y 39 años,yes
cellular,admin.,jul,mon,university.degree,divorced,entre 50 y 59 años,yes
cellular,entrepreneur,jul,mon,basic.6y,married,entre 40 y 49 años,yes
cellular,technician,jul,mon,professional.course,married,entre 50 y 59 años,yes
cellular,admin.,jul,mon,university.degree,single,entre 40 y 49 años,yes
cellular,services,jul,tue,high.school,single,Menor de 30 años ,yes
cellular,technician,jul,tue,high.school,married,entre 30 y 39 años,yes
cellular,services,jul,tue,basic.4y,married,entre 50 y 59 años,yes
cellular,management,jul,tue,university.degree,divorced,entre 30 y 39 años,yes
cellular,blue-collar,jul,tue,basic.9y,single,entre 30 y 39 años,yes
cellular,blue-collar,jul,tue,basic.6y,married,entre 30 y 39 años,yes
cellular,technician,jul,tue,university.degree,single,Menor de 30 años ,yes
cellular,management,jul,tue,high.school,married,entre 40 y 49 años,yes
cellular,admin.,jul,tue,high.school,married,entre 30 y 39 años,yes
cellular,admin.,jul,tue,high.school,single,Menor de 30 años ,yes
cellular,services,jul,tue,high.school,married,Menor de 30 años ,yes
cellular,admin.,jul,tue,high.school,married,Menor de 30 años ,yes
cellular,technician,jul,tue,university.degree,single,entre 30 y 39 años,yes
cellular,blue-collar,jul,tue,basic.9y,married,entre 40 y 49 años,yes
cellular,admin.,jul,tue,university.degree,married,entre 30 y 39 años,yes
cellular,admin.,jul,tue,professional.course,single,Menor de 30 años ,yes
cellular,entrepreneur,jul,tue,high.school,married,Menor de 30 años ,yes
cellular,admin.,jul,tue,professional.course,married,entre 50 y 59 años,yes
cellular,admin.,jul,tue,university.degree,single,entre 30 y 39 años,yes
cellular,blue-collar,jul,tue,basic.9y,married,entre 30 y 39 años,yes
cellular,blue-collar,jul,tue,high.school,divorced,entre 40 y 49 años,yes
cellular,admin.,jul,tue,professional.course,single,Menor de 30 años ,yes
cellular,services,jul,tue,high.school,married,entre 30 y 39 años,yes
cellular,admin.,jul,tue,basic.9y,single,Menor de 30 años ,yes
cellular,admin.,jul,wed,university.degree,married,entre 50 y 59 años,yes
cellular,services,jul,wed,basic.9y,married,entre 30 y 39 años,yes
cellular,services,jul,wed,basic.9y,married,entre 30 y 39 años,yes
cellular,self-employed,jul,wed,university.degree,single,entre 30 y 39 años,yes
cellular,admin.,jul,wed,university.degree,married,entre 30 y 39 años,yes
cellular,technician,jul,wed,high.school,married,entre 40 y 49 años,yes
cellular,blue-collar,jul,wed,basic.9y,married,Menor de 30 años ,yes
cellular,management,jul,wed,university.degree,single,entre 30 y 39 años,yes
telephone,blue-collar,jul,wed,basic.4y,married,entre 30 y 39 años,yes
cellular,technician,jul,wed,professional.course,divorced,entre 30 y 39 años,yes
cellular,technician,jul,wed,professional.course,divorced,entre 30 y 39 años,yes
cellular,blue-collar,jul,wed,basic.6y,married,entre 30 y 39 años,yes
cellular,admin.,jul,wed,university.degree,married,entre 50 y 59 años,yes
cellular,blue-collar,jul,wed,basic.9y,married,entre 30 y 39 años,yes
cellular,blue-collar,jul,wed,basic.9y,married,entre 30 y 39 años,yes
cellular,blue-collar,jul,wed,basic.9y,single,Menor de 30 años ,yes
cellular,admin.,jul,wed,high.school,married,entre 40 y 49 años,yes
cellular,admin.,jul,wed,high.school,married,entre 30 y 39 años,yes
cellular,retired,jul,wed,basic.4y,married,entre 50 y 59 años,yes
cellular,blue-collar,jul,wed,professional.course,single,Menor de 30 años ,yes
cellular,blue-collar,jul,wed,basic.6y,married,entre 30 y 39 años,yes
cellular,admin.,jul,wed,university.degree,single,Menor de 30 años ,yes
cellular,services,jul,wed,high.school,single,entre 30 y 39 años,yes
cellular,unemployed,jul,thu,professional.course,married,entre 50 y 59 años,yes
cellular,technician,jul,thu,university.degree,single,entre 30 y 39 años,yes
cellular,blue-collar,jul,thu,basic.6y,single,entre 30 y 39 años,yes
cellular,technician,jul,thu,professional.course,married,entre 30 y 39 años,yes
cellular,admin.,jul,thu,university.degree,single,entre 30 y 39 años,yes
cellular,technician,jul,thu,professional.course,married,Menor de 30 años ,yes
cellular,blue-collar,jul,thu,basic.9y,single,entre 40 y 49 años,yes
cellular,management,jul,thu,basic.4y,married,entre 50 y 59 años,yes
cellular,blue-collar,jul,thu,basic.9y,married,entre 40 y 49 años,yes
cellular,admin.,jul,thu,high.school,single,Menor de 30 años ,yes
cellular,blue-collar,jul,thu,high.school,married,entre 50 y 59 años,yes
cellular,admin.,jul,thu,high.school,married,entre 30 y 39 años,yes
cellular,management,jul,thu,university.degree,married,entre 50 y 59 años,yes
cellular,admin.,jul,thu,high.school,married,entre 30 y 39 años,yes
cellular,admin.,jul,thu,high.school,single,Menor de 30 años ,yes
cellular,blue-collar,jul,thu,basic.9y,married,entre 40 y 49 años,yes
cellular,blue-collar,jul,thu,basic.4y,married,entre 40 y 49 años,yes
cellular,blue-collar,jul,thu,basic.6y,married,entre 30 y 39 años,yes
cellular,technician,jul,thu,basic.9y,married,entre 40 y 49 años,yes
cellular,blue-collar,jul,thu,basic.9y,married,entre 30 y 39 años,yes
cellular,blue-collar,jul,thu,basic.9y,married,entre 40 y 49 años,yes
cellular,technician,jul,thu,professional.course,married,entre 30 y 39 años,yes
cellular,services,jul,thu,high.school,single,Menor de 30 años ,yes
cellular,technician,jul,thu,professional.course,married,entre 30 y 39 años,yes
cellular,services,jul,fri,high.school,married,entre 30 y 39 años,yes
cellular,admin.,jul,fri,high.school,married,entre 30 y 39 años,yes
cellular,retired,jul,fri,basic.9y,married,entre 50 y 59 años,yes
cellular,services,jul,fri,high.school,married,entre 30 y 39 años,yes
cellular,admin.,jul,fri,university.degree,single,entre 30 y 39 años,yes
cellular,retired,jul,fri,basic.4y,married,entre 40 y 49 años,yes
cellular,blue-collar,jul,fri,basic.9y,married,entre 30 y 39 años,yes
cellular,blue-collar,jul,fri,basic.9y,divorced,entre 30 y 39 años,yes
cellular,blue-collar,jul,fri,basic.9y,divorced,entre 30 y 39 años,yes
cellular,admin.,jul,fri,university.degree,single,entre 30 y 39 años,yes
cellular,management,jul,fri,basic.9y,married,entre 50 y 59 años,yes
cellular,self-employed,jul,fri,professional.course,divorced,entre 40 y 49 años,yes
cellular,blue-collar,jul,fri,basic.9y,single,Menor de 30 años ,yes
cellular,technician,jul,fri,basic.9y,divorced,entre 40 y 49 años,yes
cellular,housemaid,jul,fri,basic.4y,married,entre 40 y 49 años,yes
cellular,admin.,jul,fri,high.school,single,Menor de 30 años ,yes
cellular,blue-collar,jul,mon,basic.4y,married,entre 50 y 59 años,yes
cellular,services,jul,mon,professional.course,married,entre 30 y 39 años,yes
cellular,management,jul,mon,university.degree,married,entre 30 y 39 años,yes
cellular,blue-collar,jul,mon,high.school,married,entre 30 y 39 años,yes
cellular,admin.,jul,mon,basic.9y,married,Menor de 30 años ,yes
cellular,entrepreneur,jul,mon,university.degree,married,entre 30 y 39 años,yes
cellular,blue-collar,jul,mon,basic.9y,married,entre 30 y 39 años,yes
cellular,blue-collar,jul,mon,basic.4y,married,entre 50 y 59 años,yes
cellular,retired,jul,mon,university.degree,married,entre 50 y 59 años,yes
cellular,admin.,jul,mon,university.degree,married,entre 30 y 39 años,yes
cellular,admin.,jul,mon,high.school,married,entre 30 y 39 años,yes
cellular,services,jul,mon,high.school,single,Menor de 30 años ,yes
cellular,technician,jul,mon,high.school,single,Menor de 30 años ,yes
cellular,management,jul,mon,university.degree,married,entre 50 y 59 años,yes
cellular,services,jul,tue,basic.9y,divorced,entre 40 y 49 años,yes
cellular,technician,jul,tue,basic.9y,married,entre 40 y 49 años,yes
cellular,blue-collar,jul,tue,basic.4y,married,entre 40 y 49 años,yes
telephone,retired,jul,tue,basic.4y,married,entre 50 y 59 años,yes
cellular,self-employed,jul,tue,professional.course,married,entre 50 y 59 años,yes
cellular,technician,jul,tue,professional.course,single,entre 30 y 39 años,yes
cellular,entrepreneur,jul,tue,university.degree,single,Menor de 30 años ,yes
cellular,services,jul,tue,high.school,single,entre 40 y 49 años,yes
cellular,blue-collar,jul,tue,basic.4y,married,entre 30 y 39 años,yes
cellular,housemaid,jul,tue,basic.9y,married,entre 30 y 39 años,yes
cellular,blue-collar,jul,tue,basic.9y,divorced,entre 30 y 39 años,yes
cellular,admin.,jul,tue,basic.9y,married,Menor de 30 años ,yes
cellular,services,jul,tue,high.school,married,entre 30 y 39 años,yes
cellular,admin.,jul,tue,professional.course,married,entre 50 y 59 años,yes
cellular,technician,jul,tue,professional.course,divorced,Menor de 30 años ,yes
cellular,management,jul,tue,university.degree,divorced,entre 30 y 39 años,yes
cellular,admin.,jul,tue,high.school,divorced,entre 30 y 39 años,yes
cellular,technician,jul,tue,basic.6y,divorced,entre 30 y 39 años,yes
cellular,technician,jul,tue,professional.course,single,entre 30 y 39 años,yes
cellular,technician,jul,tue,professional.course,single,entre 30 y 39 años,yes
cellular,blue-collar,jul,tue,basic.9y,divorced,entre 30 y 39 años,yes
cellular,admin.,jul,tue,basic.9y,divorced,entre 40 y 49 años,yes
cellular,management,jul,tue,high.school,married,entre 30 y 39 años,yes
cellular,blue-collar,jul,tue,basic.6y,divorced,entre 50 y 59 años,yes
cellular,admin.,jul,tue,professional.course,single,Menor de 30 años ,yes
cellular,retired,jul,wed,university.degree,married,entre 50 y 59 años,yes
cellular,technician,jul,wed,professional.course,single,Menor de 30 años ,yes
cellular,blue-collar,jul,wed,basic.9y,married,Menor de 30 años ,yes
cellular,blue-collar,jul,wed,basic.6y,single,entre 40 y 49 años,yes
cellular,technician,jul,wed,high.school,married,entre 30 y 39 años,yes
cellular,blue-collar,jul,wed,basic.9y,married,Menor de 30 años ,yes
cellular,retired,jul,wed,high.school,married,entre 40 y 49 años,yes
cellular,admin.,jul,wed,university.degree,married,entre 30 y 39 años,yes
cellular,blue-collar,jul,wed,high.school,single,Menor de 30 años ,yes
cellular,blue-collar,jul,wed,high.school,single,Menor de 30 años ,yes
cellular,admin.,jul,wed,university.degree,single,Menor de 30 años ,yes
cellular,retired,jul,wed,basic.4y,married,entre 50 y 59 años,yes
cellular,housemaid,jul,wed,university.degree,married,entre 50 y 59 años,yes
cellular,admin.,jul,wed,high.school,single,entre 30 y 39 años,yes
telephone,technician,jul,wed,basic.9y,married,Menor de 30 años ,yes
cellular,blue-collar,jul,wed,basic.9y,married,entre 30 y 39 años,yes
cellular,blue-collar,jul,wed,basic.6y,married,entre 40 y 49 años,yes
cellular,blue-collar,jul,wed,basic.9y,married,entre 50 y 59 años,yes
cellular,blue-collar,jul,wed,basic.6y,married,entre 30 y 39 años,yes
cellular,admin.,jul,wed,university.degree,married,entre 30 y 39 años,yes
cellular,services,jul,thu,high.school,single,Menor de 30 años ,yes
cellular,services,jul,thu,basic.9y,single,entre 30 y 39 años,yes
telephone,blue-collar,jul,thu,basic.4y,married,Menor de 30 años ,yes
cellular,unemployed,jul,thu,university.degree,single,Menor de 30 años ,yes
cellular,management,jul,thu,university.degree,single,Menor de 30 años ,yes
cellular,housemaid,jul,thu,basic.9y,divorced,entre 30 y 39 años,yes
cellular,admin.,jul,thu,university.degree,single,entre 30 y 39 años,yes
cellular,management,jul,thu,university.degree,single,Menor de 30 años ,yes
cellular,blue-collar,jul,thu,basic.6y,single,entre 40 y 49 años,yes
cellular,admin.,jul,thu,university.degree,single,Menor de 30 años ,yes
telephone,technician,jul,thu,basic.6y,single,Menor de 30 años ,yes
cellular,blue-collar,jul,thu,basic.9y,single,Menor de 30 años ,yes
cellular,blue-collar,jul,thu,basic.9y,divorced,entre 30 y 39 años,yes
cellular,technician,jul,thu,basic.9y,married,entre 30 y 39 años,yes
cellular,self-employed,jul,thu,university.degree,married,entre 30 y 39 años,yes
cellular,admin.,jul,thu,high.school,married,Menor de 30 años ,yes
cellular,services,jul,thu,high.school,married,entre 40 y 49 años,yes
cellular,blue-collar,jul,fri,basic.4y,married,entre 40 y 49 años,yes
cellular,technician,jul,fri,professional.course,married,entre 30 y 39 años,yes
cellular,blue-collar,jul,fri,basic.9y,single,entre 30 y 39 años,yes
cellular,blue-collar,jul,fri,high.school,married,entre 50 y 59 años,yes
cellular,blue-collar,jul,fri,high.school,married,entre 50 y 59 años,yes
cellular,admin.,jul,fri,university.degree,married,Menor de 30 años ,yes
cellular,admin.,jul,fri,basic.9y,single,entre 30 y 39 años,yes
cellular,admin.,jul,fri,university.degree,single,entre 30 y 39 años,yes
cellular,admin.,jul,fri,high.school,single,Menor de 30 años ,yes
cellular,management,jul,fri,basic.9y,single,Menor de 30 años ,yes
cellular,blue-collar,jul,fri,basic.6y,married,entre 30 y 39 años,yes
cellular,admin.,jul,fri,high.school,single,entre 30 y 39 años,yes
cellular,services,jul,fri,high.school,divorced,Menor de 30 años ,yes
cellular,blue-collar,jul,fri,basic.9y,married,entre 30 y 39 años,yes
cellular,blue-collar,jul,fri,basic.6y,married,entre 30 y 39 años,yes
cellular,services,jul,fri,professional.course,single,entre 30 y 39 años,yes
cellular,housemaid,jul,fri,basic.4y,divorced,entre 40 y 49 años,yes
cellular,entrepreneur,jul,fri,basic.9y,married,entre 30 y 39 años,yes
cellular,retired,jul,fri,basic.4y,divorced,entre 50 y 59 años,yes
cellular,blue-collar,jul,fri,basic.9y,single,Menor de 30 años ,yes
cellular,blue-collar,jul,fri,basic.4y,married,entre 50 y 59 años,yes
cellular,management,jul,fri,university.degree,single,entre 30 y 39 años,yes
cellular,admin.,jul,fri,university.degree,single,entre 40 y 49 años,yes
cellular,blue-collar,jul,fri,basic.9y,married,entre 30 y 39 años,yes
cellular,blue-collar,jul,fri,basic.6y,single,Menor de 30 años ,yes
cellular,technician,jul,fri,high.school,married,entre 30 y 39 años,yes
